id,first_name,last_name,email,password,gross_income,fed_tax,on_tax,cpp,ei,net_income
707,Flora,Leebeter,fleebeterjm@aol.com,ou9D0CKTy,"$175,096.00","$37,827.00","$16,038.00","$3,500.00",$953.00,"$116,779.00"
708,Kiley,Gladyer,kgladyerjn@ucoz.ru,1uMlcTR3Vw8,"$28,117.00","$4,218.00","$1,420.00","$1,603.00",$444.00,"$20,433.00"
709,Brittaney,Spurge,bspurgejo@phpbb.com,0XyEFIqI9d,"$181,817.00","$39,776.00","$16,855.00","$3,500.00",$953.00,"$120,733.00"
710,Elisabeth,Ricardet,ericardetjp@baidu.com,pu33VYX,"$100,007.00","$17,741.00","$7,407.00","$3,500.00",$953.00,"$70,407.00"
711,Heriberto,Jackling,hjacklingjq@forbes.com,NPP0cKlC,"$118,555.00","$22,542.00","$9,477.00","$3,500.00",$953.00,"$82,083.00"
712,Nert,Romei,nromeijr@thetimes.co.uk,F0UtGY,"$25,632.00","$3,845.00","$1,294.00","$1,461.00",$405.00,"$18,627.00"
713,Lucienne,Yellowlees,lyellowleesjs@tumblr.com,mQjhMDbo9xBL,"$209,552.00","$47,819.00","$20,228.00","$3,500.00",$953.00,"$137,053.00"
714,Orelie,Saunderson,osaundersonjt@blog.com,xPvJnXVick,"$86,062.00","$14,882.00","$5,979.00","$3,500.00",$953.00,"$60,748.00"
715,Francisca,Repp,freppju@prweb.com,uMRP0y1PE4,"$156,988.00","$32,575.00","$13,836.00","$3,500.00",$953.00,"$106,124.00"
716,Josephine,Mardell,jmardelljv@auda.org.au,IK72Y3D,"$91,148.00","$15,925.00","$6,445.00","$3,500.00",$953.00,"$64,326.00"
717,Adara,Cutill,acutilljw@illinois.edu,52XELC,"$227,206.00","$53,159.00","$22,447.00","$3,500.00",$953.00,"$147,148.00"
718,Ganny,Panchen,gpanchenjx@webmd.com,3ZxBXC,"$290,257.00","$73,965.00","$30,744.00","$3,500.00",$953.00,"$181,095.00"
719,Sigismund,Probert,sprobertjy@hibu.com,B0AAlqB06aO,"$233,520.00","$55,242.00","$23,278.00","$3,500.00",$953.00,"$150,548.00"
720,Dane,Berrycloth,dberryclothjz@chron.com,QNsRfA,"$150,095.00","$30,742.00","$12,998.00","$3,500.00",$953.00,"$101,902.00"
721,Fayina,Brady,fbradyk0@cmu.edu,6XrDo91dn,"$122,363.00","$23,532.00","$9,902.00","$3,500.00",$953.00,"$84,476.00"
722,Larina,Costy,lcostyk1@fc2.com,q3bEROKZ7,"$251,409.00","$61,146.00","$25,632.00","$3,500.00",$953.00,"$160,179.00"
723,Westbrook,Kindall,wkindallk2@multiply.com,bm1G0NGbQksZ,"$247,727.00","$59,930.00","$25,147.00","$3,500.00",$953.00,"$158,197.00"
724,Kalindi,Verna,kvernak3@salon.com,wikulu5vi,"$133,567.00","$26,445.00","$11,152.00","$3,500.00",$953.00,"$91,517.00"
725,Ilsa,Levins,ilevinsk4@discovery.com,xakDyM,"$263,411.00","$65,106.00","$27,211.00","$3,500.00",$953.00,"$166,641.00"
726,Carmon,Grosvener,cgrosvenerk5@loc.gov,ji1sJ8wW16X5,"$36,781.00","$5,517.00","$1,857.00","$2,097.00",$581.00,"$26,729.00"
727,Ellsworth,Pheasant,epheasantk6@phoca.cz,M644L5TGGE,"$128,949.00","$25,244.00","$10,637.00","$3,500.00",$953.00,"$88,615.00"
728,Alberik,Sigward,asigwardk7@wufoo.com,MNq5Vo6o2,"$82,579.00","$14,168.00","$5,661.00","$3,500.00",$953.00,"$58,298.00"
729,Irving,Foy,ifoyk8@hibu.com,QwO77G5SFAbO,"$128,943.00","$25,243.00","$10,636.00","$3,500.00",$953.00,"$88,611.00"
730,Neel,Weagener,nweagenerk9@shutterfly.com,69obUN,"$166,934.00","$35,460.00","$15,046.00","$3,500.00",$953.00,"$111,976.00"
731,Georgia,Glassman,gglassmanka@webs.com,hAEg1t,"$170,598.00","$36,522.00","$15,491.00","$3,500.00",$953.00,"$114,132.00"
732,Gracie,Hambribe,ghambribekb@usgs.gov,eljPDRC8qe6J,"$198,779.00","$44,695.00","$18,918.00","$3,500.00",$953.00,"$130,714.00"
733,Morris,Askey,maskeykc@webeden.co.uk,ksiEJRk1wKi,"$142,369.00","$28,734.00","$12,135.00","$3,500.00",$953.00,"$97,048.00"
734,Tania,Zimmerman,tzimmermankd@networksolutions.com,YesrSxn0Yb,"$34,445.00","$5,167.00","$1,739.00","$1,963.00",$544.00,"$25,031.00"
735,Patty,Grigoliis,pgrigoliiske@hugedomains.com,widyQ4VAc8L,"$44,604.00","$6,691.00","$2,253.00","$2,542.00",$705.00,"$32,414.00"
736,Darsie,Thrussell,dthrussellkf@businessinsider.com,dkPSFAPNY,"$158,265.00","$32,946.00","$13,991.00","$3,500.00",$953.00,"$106,875.00"
737,Artie,Abbotts,aabbottskg@soup.io,p5qFsTFQDP,"$156,414.00","$32,409.00","$13,766.00","$3,500.00",$953.00,"$105,786.00"
738,Myrta,Trask,mtraskkh@about.me,Rhi8coh93,"$175,170.00","$37,848.00","$16,047.00","$3,500.00",$953.00,"$116,822.00"
739,Janos,Troop,jtroopki@typepad.com,R5K5sIUBRFU,"$213,182.00","$48,872.00","$20,669.00","$3,500.00",$953.00,"$139,188.00"
740,Sheelah,Durrant,sdurrantkj@businessinsider.com,TMDPAdFz,"$39,605.00","$5,941.00","$2,000.00","$2,257.00",$626.00,"$28,781.00"
741,Moll,Stenhouse,mstenhousekk@craigslist.org,pdP7nn,"$273,272.00","$68,360.00","$28,509.00","$3,500.00",$953.00,"$171,950.00"
742,Lianna,McCutcheon,lmccutcheonkl@360.cn,8AVvNcVHs9p,"$239,727.00","$57,290.00","$24,094.00","$3,500.00",$953.00,"$153,890.00"
743,Emlynn,Fogt,efogtkm@gnu.org,NeRK9s,"$267,923.00","$66,595.00","$27,805.00","$3,500.00",$953.00,"$169,070.00"
744,Felicia,Firmage,ffirmagekn@japanpost.jp,lFcVNXqxlVZ,"$27,718.00","$4,158.00","$1,400.00","$1,580.00",$438.00,"$20,143.00"
745,Clementia,Cassey,ccasseyko@so-net.ne.jp,Wu3xEvuZH,"$233,093.00","$55,101.00","$23,221.00","$3,500.00",$953.00,"$150,318.00"
746,Tremain,McBrier,tmcbrierkp@simplemachines.org,UJIuiet,"$197,970.00","$44,460.00","$18,820.00","$3,500.00",$953.00,"$130,238.00"
747,Austine,Blackhurst,ablackhurstkq@google.de,GOtbfdmkN2su,"$299,743.00","$77,096.00","$31,993.00","$3,500.00",$953.00,"$186,202.00"
748,Ronny,McCurry,rmccurrykr@statcounter.com,4PpLL5k3FJ79,"$166,955.00","$35,466.00","$15,048.00","$3,500.00",$953.00,"$111,989.00"
749,Emili,Mottinelli,emottinelliks@networkadvertising.org,o0pueM,"$175,543.00","$37,956.00","$16,092.00","$3,500.00",$953.00,"$117,042.00"
750,Alvina,Schettini,aschettinikt@technorati.com,Bq97zV,"$182,012.00","$39,832.00","$16,879.00","$3,500.00",$953.00,"$120,848.00"
751,Zoe,Derkes,zderkesku@nature.com,kVwupf,"$151,999.00","$31,237.00","$13,229.00","$3,500.00",$953.00,"$103,080.00"
752,Normand,Rankling,nranklingkv@51.la,eoyUUQmi,"$242,456.00","$58,191.00","$24,454.00","$3,500.00",$953.00,"$155,359.00"
753,Urban,Kondratyuk,ukondratyukkw@hp.com,2jKDY12Ow4Z,"$169,871.00","$36,311.00","$15,403.00","$3,500.00",$953.00,"$113,704.00"
754,Olly,Monk,omonkkx@loc.gov,kTzRHM2Zy,"$172,918.00","$37,195.00","$15,773.00","$3,500.00",$953.00,"$115,497.00"
755,Austin,Geratasch,agerataschky@photobucket.com,KehlGfRBnJT,"$64,581.00","$10,478.00","$4,014.00","$3,500.00",$953.00,"$45,636.00"
756,Danny,Bern,dbernkz@behance.net,aEcmW20iHzM7,"$198,087.00","$44,494.00","$18,834.00","$3,500.00",$953.00,"$130,307.00"
757,Julio,Trump,jtrumpl0@altervista.org,l33FleQ1Hyjz,"$85,736.00","$14,815.00","$5,950.00","$3,500.00",$953.00,"$60,519.00"
758,Sampson,Maharg,smahargl1@github.com,D2hH7326eD,"$176,974.00","$38,371.00","$16,266.00","$3,500.00",$953.00,"$117,884.00"
759,Mitzi,Goforth,mgoforthl2@devhub.com,ZYny6K,"$77,635.00","$13,154.00","$5,208.00","$3,500.00",$953.00,"$54,820.00"
760,Sascha,Vasyatkin,svasyatkinl3@icq.com,K1pmTxJpBC,"$167,895.00","$35,738.00","$15,162.00","$3,500.00",$953.00,"$112,542.00"
761,Devland,Oxenbury,doxenburyl4@craigslist.org,8079Rnmy9K,"$47,653.00","$7,148.00","$2,465.00","$2,716.00",$753.00,"$34,571.00"
762,Matty,Brumble,mbrumblel5@netlog.com,IMNkwdqrvp,"$172,321.00","$37,022.00","$15,701.00","$3,500.00",$953.00,"$115,146.00"
763,Emmy,Dumelow,edumelowl6@msu.edu,ZcIPfeTCN,"$64,288.00","$10,418.00","$3,987.00","$3,500.00",$953.00,"$45,430.00"
764,Bancroft,Feak,bfeakl7@slideshare.net,JApGgx6Q9hc,"$227,066.00","$53,112.00","$22,428.00","$3,500.00",$953.00,"$147,073.00"
765,Oates,McKeever,omckeeverl8@baidu.com,3jJzRn,"$67,521.00","$11,081.00","$4,283.00","$3,500.00",$953.00,"$47,705.00"
766,Valentina,Blenkiron,vblenkironl9@skype.com,bokr28wEYyw,"$124,979.00","$24,212.00","$10,194.00","$3,500.00",$953.00,"$86,120.00"
767,Hansiain,Clunie,hcluniela@exblog.jp,dOvTZ0yfCQw,"$157,628.00","$32,761.00","$13,914.00","$3,500.00",$953.00,"$106,501.00"
768,Mayne,Pester,mpesterlb@tuttocitta.it,DNYLSaKkd,"$246,579.00","$59,552.00","$24,996.00","$3,500.00",$953.00,"$157,579.00"
769,Eda,Edgell,eedgelllc@linkedin.com,kzYoutfxX,"$89,687.00","$15,625.00","$6,311.00","$3,500.00",$953.00,"$63,298.00"
770,Lawry,Alessandretti,lalessandrettild@sohu.com,KUTmokCjTWy,"$239,617.00","$57,254.00","$24,080.00","$3,500.00",$953.00,"$153,830.00"
771,Nikita,Pampling,npamplingle@census.gov,MSMPFJOCrx5X,"$26,631.00","$3,995.00","$1,345.00","$1,518.00",$421.00,"$19,353.00"
772,Findley,Melia,fmelialf@sourceforge.net,wN7OGC8m6L,"$91,107.00","$15,916.00","$6,441.00","$3,500.00",$953.00,"$64,297.00"
773,Reinwald,Becerro,rbecerrolg@smh.com.au,zePMoQRfqP6E,"$286,783.00","$72,819.00","$30,287.00","$3,500.00",$953.00,"$179,224.00"
774,Adriano,Birks,abirkslh@mlb.com,nImAyFX,"$144,619.00","$29,319.00","$12,386.00","$3,500.00",$953.00,"$98,462.00"
775,Ailsun,Breinl,abreinlli@google.de,arndPAN,"$121,479.00","$23,302.00","$9,803.00","$3,500.00",$953.00,"$83,921.00"
776,Katerine,Fillary,kfillarylj@ucsd.edu,2ZYclCCpTKR,"$47,425.00","$7,114.00","$2,444.00","$2,703.00",$749.00,"$34,415.00"
777,Bryana,Schwier,bschwierlk@freewebs.com,TykV9ogHN,"$241,372.00","$57,833.00","$24,311.00","$3,500.00",$953.00,"$154,775.00"
778,Ulick,Hanley,uhanleyll@simplemachines.org,6uShSTtv6yDF,"$262,316.00","$64,745.00","$27,067.00","$3,500.00",$953.00,"$166,051.00"
779,Coreen,Arens,carenslm@businessinsider.com,Opy7PwzMT,"$292,372.00","$74,663.00","$31,023.00","$3,500.00",$953.00,"$182,234.00"
780,Morley,Haveline,mhavelineln@ocn.ne.jp,fGyj5wEvPu46,"$29,751.00","$4,463.00","$1,502.00","$1,696.00",$470.00,"$21,620.00"
781,Binny,Sabatini,bsabatinilo@canalblog.com,T9A88Jojkpp6,"$70,220.00","$11,634.00","$4,530.00","$3,500.00",$953.00,"$49,603.00"
782,Dona,Ecclestone,decclestonelp@behance.net,1FpZqe,"$80,211.00","$13,682.00","$5,444.00","$3,500.00",$953.00,"$56,632.00"
783,Barbee,Petschelt,bpetscheltlq@devhub.com,coU9AdRs,"$98,473.00","$17,426.00","$7,236.00","$3,500.00",$953.00,"$69,358.00"
784,Vyky,Chawner,vchawnerlr@xrea.com,Prxdo2I,"$260,980.00","$64,304.00","$26,891.00","$3,500.00",$953.00,"$165,332.00"
785,Nathalie,Simenon,nsimenonls@yale.edu,gDHsQo,"$222,994.00","$51,769.00","$21,892.00","$3,500.00",$953.00,"$144,880.00"
786,Joane,Greetham,jgreethamlt@upenn.edu,zf51e8OR61,"$25,446.00","$3,817.00","$1,285.00","$1,450.00",$402.00,"$18,492.00"
787,Zolly,Ollis,zollislu@163.com,LPhXmj,"$256,941.00","$62,971.00","$26,360.00","$3,500.00",$953.00,"$163,158.00"
788,Tadeas,Chace,tchacelv@eepurl.com,k8njYBuwLvtg,"$50,105.00","$7,516.00","$2,689.00","$2,856.00",$792.00,"$36,252.00"
789,Marie-jeanne,Lawdham,mlawdhamlw@rambler.ru,Bkcb5z,"$193,024.00","$43,026.00","$18,218.00","$3,500.00",$953.00,"$127,328.00"
790,Edik,Buckbee,ebuckbeelx@parallels.com,OtQdxD,"$233,294.00","$55,168.00","$23,248.00","$3,500.00",$953.00,"$150,426.00"
791,Philippine,Daveley,pdaveleyly@cbslocal.com,K9Eir4cGdDw,"$179,378.00","$39,068.00","$16,559.00","$3,500.00",$953.00,"$119,298.00"
792,Jemmie,Gwilym,jgwilymlz@example.com,OZjfqx5WIrQs,"$55,929.00","$8,705.00","$3,222.00","$3,188.00",$884.00,"$39,931.00"
793,Berk,Biggs,bbiggsm0@discovery.com,h2ENlbcD,"$54,137.00","$8,337.00","$3,058.00","$3,086.00",$855.00,"$38,800.00"
794,Linnie,Digweed,ldigweedm1@google.ru,b7LrWi2,"$115,409.00","$21,724.00","$9,126.00","$3,500.00",$953.00,"$80,106.00"
795,Harlen,Firman,hfirmanm2@wunderground.com,pbbtfbSgxV,"$92,663.00","$16,235.00","$6,588.00","$3,500.00",$953.00,"$65,388.00"
796,Ferrell,Rowaszkiewicz,frowaszkiewiczm3@myspace.com,xxHdVhEK,"$124,873.00","$24,185.00","$10,182.00","$3,500.00",$953.00,"$86,054.00"
797,Kristoffer,Mager,kmagerm4@si.edu,rOQIBT8tCj,"$96,729.00","$17,069.00","$7,041.00","$3,500.00",$953.00,"$68,166.00"
798,Margot,Fish,mfishm5@ftc.gov,NNQEslciBFC,"$217,604.00","$50,154.00","$21,207.00","$3,500.00",$953.00,"$141,790.00"
799,Noelyn,Fowell,nfowellm6@drupal.org,wmmAawspFql,"$64,760.00","$10,515.00","$4,030.00","$3,500.00",$953.00,"$45,762.00"
800,Karlee,Jeens,kjeensm7@i2i.jp,WZTI0DHj,"$120,797.00","$23,125.00","$9,727.00","$3,500.00",$953.00,"$83,492.00"
801,Karla,Dominka,kdominkam8@scientificamerican.com,U4ZIH0Az1M,"$97,238.00","$17,173.00","$7,098.00","$3,500.00",$953.00,"$68,514.00"
802,Butch,Karpman,bkarpmanm9@sphinn.com,TlrVMKjyxoFi,"$225,884.00","$52,722.00","$22,273.00","$3,500.00",$953.00,"$146,436.00"
803,Sutherlan,Writer,swriterma@csmonitor.com,mzdAQGzWjN,"$174,220.00","$37,573.00","$15,932.00","$3,500.00",$953.00,"$116,263.00"
804,Leoline,Ride,lridemb@yahoo.co.jp,OYVykvEM,"$243,027.00","$58,379.00","$24,529.00","$3,500.00",$953.00,"$155,666.00"
805,Debera,Toby,dtobymc@bandcamp.com,PWUU6ijHsO,"$234,113.00","$55,438.00","$23,356.00","$3,500.00",$953.00,"$150,867.00"
806,Ricard,Girardy,rgirardymd@arstechnica.com,KHUwGFLBJx,"$71,507.00","$11,898.00","$4,648.00","$3,500.00",$953.00,"$50,509.00"
807,Prentiss,Deighton,pdeightonme@ycombinator.com,H0IXZPQRyMBi,"$154,062.00","$31,774.00","$13,480.00","$3,500.00",$953.00,"$104,355.00"
808,Freddie,Wroe,fwroemf@wp.com,ztun8Q5eqd,"$288,653.00","$73,436.00","$30,533.00","$3,500.00",$953.00,"$180,231.00"
809,Ludwig,Monaghan,lmonaghanmg@tripadvisor.com,SCmjSXJ,"$146,701.00","$29,860.00","$12,618.00","$3,500.00",$953.00,"$99,770.00"
810,Sander,Murden,smurdenmh@discovery.com,cMnD4qSRoWd,"$102,641.00","$18,404.00","$7,701.00","$3,500.00",$953.00,"$72,083.00"
811,Ashely,Heading,aheadingmi@sina.com.cn,vSP1kDVNZZFx,"$27,660.00","$4,149.00","$1,397.00","$1,577.00",$437.00,"$20,101.00"
812,Celie,Veal,cvealmj@artisteer.com,qkprNmg5y2,"$219,402.00","$50,675.00","$21,426.00","$3,500.00",$953.00,"$142,848.00"
813,Jillane,Glowinski,jglowinskimk@senate.gov,M6rOniyNz3Mw,"$210,305.00","$48,037.00","$20,319.00","$3,500.00",$953.00,"$137,496.00"
814,Iggy,Croxley,icroxleyml@comsenz.com,G4Z079uKG4C,"$194,569.00","$43,474.00","$18,406.00","$3,500.00",$953.00,"$128,237.00"
815,Jillana,Ciciari,jciciarimm@devhub.com,hDKP0MP,"$42,894.00","$6,434.00","$2,166.00","$2,445.00",$678.00,"$31,171.00"
816,Isidoro,Hardaker,ihardakermn@miitbeian.gov.cn,y84nJxrQhLJ,"$264,807.00","$65,567.00","$27,395.00","$3,500.00",$953.00,"$167,393.00"
817,Isac,Riach,iriachmo@elpais.com,PAhI55Qe9xIJ,"$286,637.00","$72,771.00","$30,268.00","$3,500.00",$953.00,"$179,146.00"
818,Douglass,Kobisch,dkobischmp@paginegialle.it,VG3OfVX,"$154,290.00","$31,833.00","$13,508.00","$3,500.00",$953.00,"$104,496.00"
819,Bili,Littrell,blittrellmq@constantcontact.com,kGPqErTzebjw,"$251,312.00","$61,113.00","$25,619.00","$3,500.00",$953.00,"$160,127.00"
820,Lani,Siddell,lsiddellmr@is.gd,iD3631,"$71,922.00","$11,983.00","$4,686.00","$3,500.00",$953.00,"$50,801.00"
821,Riccardo,Abley,rableyms@illinois.edu,3gTTCP,"$190,989.00","$42,436.00","$17,971.00","$3,500.00",$953.00,"$126,130.00"
822,Dukie,Rowlings,drowlingsmt@delicious.com,LIvHaVwuc,"$231,652.00","$54,626.00","$23,032.00","$3,500.00",$953.00,"$149,542.00"
823,Dulsea,Cutbush,dcutbushmu@huffingtonpost.com,v82lLJG0vRL,"$102,046.00","$18,250.00","$7,635.00","$3,500.00",$953.00,"$71,709.00"
824,Dorella,Busst,dbusstmv@t-online.de,kw6vbsdKx4Kd,"$115,013.00","$21,621.00","$9,082.00","$3,500.00",$953.00,"$79,858.00"
825,Lawrence,Goulborn,lgoulbornmw@netscape.com,Ee8rqnZlvx,"$150,874.00","$30,945.00","$13,093.00","$3,500.00",$953.00,"$102,384.00"
826,Haven,Flower,hflowermx@t-online.de,yB42fV,"$213,724.00","$49,029.00","$20,735.00","$3,500.00",$953.00,"$139,507.00"
827,Lavinia,Brockest,lbrockestmy@wiley.com,qF3DkN4wMBaC,"$29,087.00","$4,363.00","$1,469.00","$1,658.00",$460.00,"$21,138.00"
828,Elihu,Gilberthorpe,egilberthorpemz@theatlantic.com,AvQTIw,"$171,897.00","$36,899.00","$15,649.00","$3,500.00",$953.00,"$114,896.00"
829,Patrice,Dressel,pdresseln0@ebay.com,1VBZp0,"$29,048.00","$4,357.00","$1,467.00","$1,656.00",$459.00,"$21,109.00"
830,Shanie,McHan,smchann1@slashdot.org,EUc6Y8foax4,"$49,187.00","$7,378.00","$2,605.00","$2,804.00",$777.00,"$35,623.00"
831,Olvan,Lowater,olowatern2@salon.com,wU7DTGQ5oZ,"$282,861.00","$71,525.00","$29,771.00","$3,500.00",$953.00,"$177,113.00"
832,Beatrix,Musterd,bmusterdn3@wikia.com,VRv51V28,"$69,166.00","$11,418.00","$4,433.00","$3,500.00",$953.00,"$48,862.00"
833,Gunter,Darlow,gdarlown4@springer.com,OI3iF3,"$287,002.00","$72,891.00","$30,316.00","$3,500.00",$953.00,"$179,342.00"
834,Karlan,Charke,kcharken5@google.it,4UlgWxlfd,"$171,911.00","$36,903.00","$15,651.00","$3,500.00",$953.00,"$114,905.00"
835,Nerte,Merrington,nmerringtonn6@microsoft.com,xKUgQw,"$266,903.00","$66,259.00","$27,671.00","$3,500.00",$953.00,"$168,521.00"
836,Evita,Shasnan,eshasnann7@msu.edu,OhV8xGi,"$275,638.00","$69,141.00","$28,820.00","$3,500.00",$953.00,"$173,224.00"
837,Zena,Sturte,zsturten8@constantcontact.com,6BnSMn7zd3Q,"$188,470.00","$41,705.00","$17,664.00","$3,500.00",$953.00,"$124,648.00"
838,Grier,Adamowicz,gadamowiczn9@cloudflare.com,O19vHMV,"$174,584.00","$37,678.00","$15,976.00","$3,500.00",$953.00,"$116,477.00"
839,Chad,Dani,cdanina@blogspot.com,HFBglmp,"$51,246.00","$7,745.00","$2,794.00","$2,921.00",$810.00,"$36,977.00"
840,Salvidor,Blanc,sblancnb@devhub.com,BcEz917rbF,"$122,857.00","$23,660.00","$9,957.00","$3,500.00",$953.00,"$84,787.00"
841,Max,Jeffress,mjeffressnc@state.gov,1PSkxdaqrC,"$271,924.00","$67,915.00","$28,332.00","$3,500.00",$953.00,"$171,224.00"
842,Winni,Goacher,wgoachernd@ftc.gov,kGrEwg2nlt,"$42,671.00","$6,401.00","$2,155.00","$2,432.00",$674.00,"$31,009.00"
843,Heida,Vivian,hvivianne@yandex.ru,lBGjX1L,"$268,594.00","$66,817.00","$27,893.00","$3,500.00",$953.00,"$169,432.00"
844,Yul,Easton,yeastonnf@arstechnica.com,6P9hUDJL1,"$275,069.00","$68,953.00","$28,745.00","$3,500.00",$953.00,"$172,918.00"
845,Leeanne,Vispo,lvispong@amazon.com,1YRpd3IArP,"$75,639.00","$12,745.00","$5,026.00","$3,500.00",$953.00,"$53,416.00"
846,Georgeanne,Fredy,gfredynh@google.pl,NfpyRU,"$87,137.00","$15,102.00","$6,078.00","$3,500.00",$953.00,"$61,504.00"
847,Sianna,Chessun,schessunni@liveinternet.ru,FzljGWG5,"$67,869.00","$11,152.00","$4,315.00","$3,500.00",$953.00,"$47,949.00"
848,Catlin,Kealy,ckealynj@chronoengine.com,0WB96EzQa,"$105,814.00","$19,229.00","$8,055.00","$3,500.00",$953.00,"$74,077.00"
849,Brian,Closs,bclossnk@cafepress.com,aTIwjYxLvKM,"$287,430.00","$73,032.00","$30,372.00","$3,500.00",$953.00,"$179,573.00"
850,Francesca,Bradnocke,fbradnockenl@hubpages.com,hkGWKPZN7xH,"$211,302.00","$48,326.00","$20,441.00","$3,500.00",$953.00,"$138,082.00"
851,Melamie,Marston,mmarstonnm@1688.com,RvwOhZp8,"$251,074.00","$61,035.00","$25,588.00","$3,500.00",$953.00,"$159,999.00"
852,Hernando,Gaudin,hgaudinnn@taobao.com,gfRnQh,"$106,464.00","$19,398.00","$8,128.00","$3,500.00",$953.00,"$74,485.00"
853,Joel,Worswick,jworswickno@webmd.com,0cqBBBoekxWP,"$103,729.00","$18,687.00","$7,823.00","$3,500.00",$953.00,"$72,767.00"
854,Rozelle,Korneichik,rkorneichiknp@nytimes.com,tgThxh,"$206,823.00","$47,028.00","$19,896.00","$3,500.00",$953.00,"$135,447.00"
855,Cori,Davoren,cdavorennq@scribd.com,MAmXGHSQy,"$32,020.00","$4,803.00","$1,617.00","$1,825.00",$506.00,"$23,269.00"
856,Ferdy,Jillitt,fjillittnr@pen.io,XLi5Wg,"$85,402.00","$14,747.00","$5,919.00","$3,500.00",$953.00,"$60,284.00"
857,Lona,Woodruffe,lwoodruffens@jimdo.com,NjCv6lQFijU,"$49,650.00","$7,448.00","$2,648.00","$2,830.00",$784.00,"$35,940.00"
858,Kathye,Scarisbrick,kscarisbricknt@reference.com,hR2gaE,"$53,901.00","$8,289.00","$3,037.00","$3,072.00",$852.00,"$38,651.00"
859,Kristo,Elward,kelwardnu@edublogs.org,Dw3Gx1QgI,"$254,582.00","$62,193.00","$26,049.00","$3,500.00",$953.00,"$161,887.00"
860,Liliane,Giacobbo,lgiacobbonv@issuu.com,Jygomty,"$193,884.00","$43,275.00","$18,323.00","$3,500.00",$953.00,"$127,834.00"
861,Rolf,Canti,rcantinw@moonfruit.com,mEtTsR,"$117,560.00","$22,283.00","$9,366.00","$3,500.00",$953.00,"$81,458.00"
862,Alyson,Blaase,ablaasenx@histats.com,xYmGSQ,"$30,540.00","$4,581.00","$1,542.00","$1,741.00",$483.00,"$22,193.00"
863,Bibby,Hunt,bhuntny@google.com.hk,wChELcQUbV,"$180,420.00","$39,371.00","$16,685.00","$3,500.00",$953.00,"$119,911.00"
864,Raychel,Waberer,rwaberernz@hostgator.com,B5ixPK,"$93,911.00","$16,491.00","$6,727.00","$3,500.00",$953.00,"$66,241.00"
865,Shurlocke,Drynan,sdrynano0@ustream.tv,hel3CNCh0H,"$105,160.00","$19,059.00","$7,982.00","$3,500.00",$953.00,"$73,666.00"
866,Ripley,Bolstridge,rbolstridgeo1@vistaprint.com,wPTVOqOj5X,"$122,541.00","$23,578.00","$9,922.00","$3,500.00",$953.00,"$84,588.00"
867,Lutero,Yuranovev,lyuranovevo2@mashable.com,A6ucV2,"$201,246.00","$45,410.00","$19,218.00","$3,500.00",$953.00,"$132,165.00"
868,Nancee,Serjent,nserjento3@google.co.uk,xj9Udt6Ti,"$51,076.00","$7,710.00","$2,778.00","$2,911.00",$807.00,"$36,870.00"
869,Alva,Betjeman,abetjemano4@hexun.com,hNOjetm8YHPt,"$278,834.00","$70,196.00","$29,241.00","$3,500.00",$953.00,"$174,945.00"
870,Arabela,Maynard,amaynardo5@hexun.com,JarDJT1oJG7,"$110,686.00","$20,496.00","$8,599.00","$3,500.00",$953.00,"$77,139.00"
871,Margaret,Greensides,mgreensideso6@engadget.com,knwhmKYVbN,"$237,350.00","$56,506.00","$23,782.00","$3,500.00",$953.00,"$152,610.00"
872,Minnaminnie,Petruszka,mpetruszkao7@nbcnews.com,D3r02CzB,"$60,012.00","$9,542.00","$3,596.00","$3,421.00",$948.00,"$42,506.00"
873,Lianna,Baelde,lbaeldeo8@ihg.com,lqmtTi,"$213,622.00","$48,999.00","$20,723.00","$3,500.00",$953.00,"$139,447.00"
874,Vidovic,Rosenau,vrosenauo9@nyu.edu,1Z0t7M6jX,"$265,531.00","$65,806.00","$27,490.00","$3,500.00",$953.00,"$167,782.00"
875,Greg,Leggitt,gleggittoa@yellowpages.com,ByctkLuu,"$64,818.00","$10,527.00","$4,036.00","$3,500.00",$953.00,"$45,803.00"
876,Hilly,Brierly,hbrierlyob@skype.com,L70otG7PMY,"$79,826.00","$13,603.00","$5,409.00","$3,500.00",$953.00,"$56,361.00"
877,Homerus,Abrahamsen,habrahamsenoc@elpais.com,YKKPHiVwFm,"$153,322.00","$31,581.00","$13,390.00","$3,500.00",$953.00,"$103,898.00"
878,Alie,Crump,acrumpod@adobe.com,xJOmQh,"$209,058.00","$47,676.00","$20,168.00","$3,500.00",$953.00,"$136,762.00"
879,Cleopatra,Chettle,cchettleoe@statcounter.com,j4dwIhQ2P,"$78,323.00","$13,295.00","$5,271.00","$3,500.00",$953.00,"$55,304.00"
880,Tabor,Betjeman,tbetjemanof@oracle.com,bAecS6uL,"$30,836.00","$4,625.00","$1,557.00","$1,758.00",$487.00,"$22,409.00"
881,Linc,Goldingay,lgoldingayog@google.nl,BLMRtfBRo,"$209,613.00","$47,837.00","$20,235.00","$3,500.00",$953.00,"$137,088.00"
882,Joice,Bilyard,jbilyardoh@slate.com,t1NPV2UyDCLO,"$288,118.00","$73,259.00","$30,463.00","$3,500.00",$953.00,"$179,943.00"
883,Pippy,Mannix,pmannixoi@nyu.edu,Ng92M839,"$271,641.00","$67,822.00","$28,294.00","$3,500.00",$953.00,"$171,072.00"
